Global Volcanism Program - Volcanoes of the World 5.2.2,,,Basic List of Holocene Volcanoes,,Downloaded on 17 Sep 2024 at 03:26 AM,,,,,,,,
Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
300010,Kambalny,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Dated,2017 CE,51.306,156.875,2116,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300020,Koshelev,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1690 CE,51.356,156.753,1822,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300021,Yavinsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Dated,4050 BCE,51.533,156.629,646,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300022,Diky Greben,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Minor (Silicic),Lava dome(s),Eruption Dated,350 CE,51.452,156.978,1040,Subduction zone / Continental crust (>25 km),Dacite
300023,Kurile Lake,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Caldera,Caldera,Eruption Dated,6440 BCE,51.45,157.12,81,Subduction zone / Continental crust (>25 km),Dacite
300030,Iliinsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1901 CE,51.498,157.203,1555,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300040,Zheltovsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1923 CE,51.577,157.328,1926,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300050,Ksudach,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1907 CE,51.844,157.572,1079,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300052,Olkoviy Volcanic Group,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,52.02,157.53,681,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300053,Khodutka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,300 BCE,52.062,157.711,2039,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300058,Asacha,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,52.355,157.827,1910,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300059,Visokiy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Stratovolcano,Evidence Credible,Unknown,52.435,157.9332,1227,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300060,Mutnovsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Complex,Eruption Observed,2000 CE,52.449,158.196,2288,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300070,Gorely,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Caldera,Eruption Observed,2010 CE,52.5549,158.0358,1799,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300080,Opala,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Caldera,Eruption Observed,1776 CE,52.543,157.339,2439,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300082,Tolmachev Dol,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Pyroclastic cone(s),Eruption Dated,300 CE,52.63,157.58,1021,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300083,Vilyuchinsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Dated,8050 BCE,52.7,158.28,2173,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300084,Barkhatnaya Sopka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Volcanic field,Eruption Dated,3550 BCE,52.802,158.24,874,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300090,Koryaksky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2009 CE,53.321,158.712,3430,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300100,Avachinsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2001 CE,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300110,Dzenzursky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Compound,Evidence Credible,Unknown,53.637,158.922,2285,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300120,Zhupanovsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Compound,Eruption Observed,2016 CE,53.589,159.15,2899,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300121,Veer,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Eruption Dated,390 CE,53.7525,158.4478,520,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300122,Kostakan,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Eruption Dated,1350 CE,53.833,158.052,1150,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300123,Bakening,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,550 BCE,53.905,158.07,2278,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300124,Zavaritsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Minor,Pyroclastic cone(s),Eruption Dated,800 BCE,53.905,158.385,1567,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300125,Akademia Nauk,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1996 CE,53.98,159.45,1180,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300130,Karymsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,54.049,159.443,1513,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300140,Maly Semyachik,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Caldera,Eruption Observed,1952 CE,54.135,159.674,1527,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300150,Bolshoi Semiachik,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,4450 BCE,54.32,160.02,1720,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300160,Taunshits,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,550 BCE,54.528,159.804,2301,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300170,Uzon,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Caldera,Caldera(s),Eruption Dated,200 CE,54.4885,159.9741,1617,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300180,Kikhpinych,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1550 CE,54.489,160.251,1515,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300190,Krasheninnikov,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Caldera,Eruption Dated,1550 CE,54.596,160.27,1816,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300200,Kronotsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1923 CE,54.753,160.533,3482,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300210,Gamchen,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Complex,Eruption Dated,550 BCE,54.974,160.703,2539,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300220,Komarov,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,950 CE,55.033,160.725,2065,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300221,Vysoky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,550 BCE,55.064,160.765,2129,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300230,Kizimen,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2013 CE,55.131,160.32,2334,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300240,Tolbachik,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,Eruption Observed,2013 CE,55.832,160.326,3611,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300241,Udina,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,55.758,160.527,2886,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300242,Zimina,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,55.862,160.603,3057,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300250,Bezymianny,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,55.972,160.595,2882,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300251,Kamen,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,56.02,160.593,4585,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300260,Klyuchevskoy,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,56.056,160.642,4754,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300261,Ushkovsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Compound,Eruption Observed,1890 CE,56.113,160.509,3943,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300270,Sheveluch,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,56.653,161.36,3283,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300271,Piip,Russia,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,5050 BCE,55.42,167.33,-300,Subduction zone / Intermediate crust (15-25 km),Dacite
300272,Khangar,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1500 CE,54.761,157.407,1967,Subduction zone / Continental crust (>25 km),Dacite
300273,Cherpuk Group,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Minor,Pyroclastic cone(s),Eruption Dated,4550 BCE,55.55,157.47,1868,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300280,Ichinsky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1740 CE,55.678,157.718,3596,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300360,Bolshoi-Kekuknaysky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),Eruption Dated,5310 BCE,56.483,157.917,1401,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300450,Alney-Chashakondzha,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1600 CE,56.656,159.647,2570,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300511,Shisheika,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Minor (Basaltic),Lava dome,Eruption Dated,2240 BCE,57.153,161.09,355,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300512,Terpuk,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,Eruption Dated,800 BCE,57.2,159.83,765,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300520,Sedanka Lava Field,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Cluster,Volcanic field,Eruption Dated,7050 BCE,57.317,160.067,1399,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300550,Gorny Institute,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1250 CE,57.33,160.2,2125,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300551,Kinenin,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Minor,Maar,Eruption Dated,850 CE,57.35,160.97,583,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300552,Bliznetsy,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Minor,Lava cone,Eruption Dated,1060 BCE,57.35,161.37,265,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
300560,Titila,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),Eruption Dated,550 BCE,57.406,160.108,1523,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300590,Elovsky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),Eruption Dated,7550 BCE,57.55,160.53,1381,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300650,Nylgimelkin,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),Eruption Dated,3550 BCE,57.97,160.65,1764,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300671,Spokoiny,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,3450 BCE,58.13,160.82,2171,Subduction zone / Continental crust (>25 km),Dacite
300680,Ostry,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Dated,2050 BCE,58.18,160.82,2552,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
300700,Severny,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,Eruption Dated,1550 BCE,58.28,160.87,1936,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
302030,Udokan Plateau,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Eruption Dated,220 BCE,56.28,117.77,2180,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
302040,Vitim Volcanic Field,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,53.75,113.25,1250,Unknown,Basalt / Picro-Basalt
302050,Tunkin Depression,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,51.5,102.5,1200,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
302060,Jom-Bolok,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Eruption Dated,5180 BCE,52.713,99.021,2047,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
302070,Azas Plateau,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,52.433,98.303,2765,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
303010,Taryatu-Chulutu,Mongolia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Eruption Dated,2980 BCE,48.133,99.95,2326,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
303020,Khanuy Gol,Mongolia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,48.67,102.75,1886,Intraplate / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
303040,Dariganga Volcanic Field,Mongolia,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,45.754,114.279,1778,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
304030,Ashikule Volcanic Field,China,Eastern Asia Volcanic Regions,Kunlun Fault Volcano Group,Cluster,Volcanic field,Eruption Observed,1951 CE,35.742,81.646,5090,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
305010,Honggeertu,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,41.59,113.111,1605,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
305011,Arxan-Chaihe,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,0 CE,47.45,120.8,1677,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
305020,Keluo Group,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,49.37,125.92,670,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
305030,Wudalianchi,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1776 CE,48.722,126.15,597,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
305040,Jingpohu,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,520 BCE,44.08,128.83,1000,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
305050,Longgang Group,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,350 CE,42.33,126.5,1000,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
305060,Changbaishan,China-North Korea,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Composite,Stratovolcano,Eruption Observed,1903 CE,41.98,128.08,2744,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
306020,Ch'uga-ryong,North Korea-South Korea,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,38.33,127.33,452,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
306030,Ulleungdo,South Korea,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Composite,Stratovolcano,Eruption Dated,2990 BCE,37.5,130.87,984,Intraplate / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
306040,Halla,South Korea,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Shield,Shield,Eruption Observed,1007 CE,33.361,126.53,1919,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
311010,Buldir,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,52.35,175.911,656,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311020,Kiska,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1990 CE,52.103,177.602,1220,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311030,Segula,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,52.015,178.136,1160,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311040,Davidof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,51.97,178.33,328,Subduction zone / Intermediate crust (15-25 km),No Data (checked)
311050,Little Sitkin,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1830 CE,51.95,178.543,1174,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311060,Semisopochnoi,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,51.93,179.58,1221,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311070,Gareloi,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1989 CE,51.79,-178.794,1573,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311080,Tanaga,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1914 CE,51.885,-178.146,1806,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311090,Takawangha,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1550 CE,51.873,-178.006,1449,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311100,Bobrof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,51.91,-177.438,738,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311110,Kanaga,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311111,Moffett,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1600 BCE,51.944,-176.747,1196,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311120,Great Sitkin,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024 CE,52.076,-176.13,1740,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311130,Kasatochi,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2008 CE,52.177,-175.508,314,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311140,Koniuji,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1150 BCE,52.22,-175.13,273,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311160,Atka Volcanic Complex,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024 CE,52.331,-174.139,1518,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311180,Seguam,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1993 CE,52.315,-172.51,1054,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311190,Amukta,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1997 CE,52.5,-171.252,1066,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311200,Chagulak,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,52.577,-171.13,1142,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311210,Yunaska,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Shield,Shield,Eruption Observed,1937 CE,52.6394,-170.6317,550,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311220,Herbert,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,52.742,-170.111,1280,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311230,Carlisle,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1828 CE,52.894,-170.054,1620,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311240,Cleveland,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2020 CE,52.825,-169.944,1730,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311241,Tana,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,52.83,-169.77,1170,Subduction zone / Intermediate crust (15-25 km),Rhyolite
311250,Uliaga,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,53.065,-169.77,888,Subduction zone / Intermediate crust (15-25 km),No Data (checked)
311260,Kagamil,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1929 CE,52.974,-169.72,893,Subduction zone / Intermediate crust (15-25 km),No Data (checked)
311270,Vsevidof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1878 CE,53.13,-168.693,2149,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311280,Recheschnoi,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,53.157,-168.539,1984,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311290,Okmok,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Shield,Shield,Eruption Observed,2008 CE,53.43,-168.13,1073,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311300,Bogoslof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2017 CE,53.93,-168.03,150,Subduction zone / Intermediate crust (15-25 km),Trachyandesite / Basaltic Trachyandesite
311310,Makushin,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1995 CE,53.891,-166.923,1800,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite
311320,Akutan,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1992 CE,54.134,-165.986,1303,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt
311340,Westdahl,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano?,Eruption Observed,1992 CE,54.516,-164.65,1563,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
311350,Fisher,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1830 CE,54.65,-164.43,1112,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
311360,Shishaldin,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023 CE,54.756,-163.97,2857,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
